courseName,courseLetter,courseNumber,Item,ItemType,,CourseName,CourseLetter,CourseNumber
ENG 331W,ENG,331W,"English, BA checksheet",Program,,,,
ENG 331W,ENG,331W,"Holocaust, Genocide & Human Rights Studies Minor checksheet",Program,,,,
ENG 331W,ENG,331W,No Concentration in minor checksheet,Program,,,,
ENG 335W,ENG,335W,American Studies Minor checksheet,Program,,,,
ENG 335W,ENG,335W,English Minor checksheet,Program,,,,
ENG 335W,ENG,335W,"English, BA checksheet",Program,,,,
ENG 335W,ENG,335W,"Holocaust, Genocide & Human Rights Studies Minor checksheet",Program,,,,
ENG 335W,ENG,335W,No Concentration in minor checksheet,Program,,,,
ENG 337,ENG,337,English Minor checksheet,Program,,,,
ENG 337,ENG,337,"English, BA checksheet",Program,,,,
ENG 337,ENG,337,"Optional Women's, Gender, and Sexuality Studies Concentration checksheet",Program,,,,
ENG 337,ENG,337,WGS 337,CrossList,,,,
ENG 337,ENG,337,"Women, Gender & Sexuality Studies, Minor checksheet",Program,,,,
ENG 340,ENG,340,English Minor checksheet,Program,,,,
ENG 340,ENG,340,"English, BA checksheet",Program,,,,
ENG 340,ENG,340,FRE 340,CrossList,,,,
ENG 340,ENG,340,French Certificate checksheet,Program,,,,
ENG 340,ENG,340,French: Language & Culture Track Minor checksheet,Program,,,,
ENG 340,ENG,340,No Concentration in minor checksheet,Program,,,,
ENG 347W,ENG,347W,American Studies Minor checksheet,Program,,,,
ENG 350W,ENG,350W,English Minor checksheet,Program,,,,
ENG 350W,ENG,350W,"English, BA checksheet",Program,,,,
ENG 350W,ENG,350W,No Concentration in minor checksheet,Program,,,,
ENG 350W,ENG,350W,"Optional Women's, Gender, and Sexuality Studies Concentration checksheet",Program,,,,
ENG 350W,ENG,350W,WGS 350W,CrossList,,,,
ENG 350W,ENG,350W,"Women, Gender & Sexuality Studies, Minor checksheet",Program,,,,
ENG 351W,ENG,351W,"Accounting, BSBA checksheet",Program,,,,
ENG 351W,ENG,351W,"Applied Science, AAS checksheet",Program,,,,
ENG 351W,ENG,351W,"Applied Science, BAS checksheet",Program,,,,
ENG 351W,ENG,351W,"Aviation-Flight Instructor Concentration, BS checksheet",Program,,,,
ENG 351W,ENG,351W,"Aviation-Unmanned Aircraft Systems Concentration, BS checksheet",Program,,,,
ENG 351W,ENG,351W,"Biology MLT 2+2, BA checksheet",Program,,,,
ENG 351W,ENG,351W,"Biology, BA (Pre-Med Track) checksheet",Program,,,,
ENG 351W,ENG,351W,"Biology, BA checksheet",Program,,,,
ENG 351W,ENG,351W,"Business Administration, AS checksheet",Program,,,,
ENG 351W,ENG,351W,"Community Policing, AS checksheet",Program,,,,
ENG 351W,ENG,351W,"Computer Information Systems, AS checksheet",Program,,,,
ENG 351W,ENG,351W,"Computer Information Systems, BS checksheet",Program,,,,
ENG 351W,ENG,351W,"Cybersecurity, AS checksheet",Program,,,,
ENG 351W,ENG,351W,"Cybersecurity, BS checksheet",Program,,,,
ENG 351W,ENG,351W,"Data Science, BS checksheet",Program,,,,
ENG 351W,ENG,351W,"Dental Hygiene, BS checksheet",Program,,,,
ENG 351W,ENG,351W,ENG 452W,Prereq,,,,
ENG 351W,ENG,351W,"Elementary Education, BS checksheet",Program,,,,
ENG 351W,ENG,351W,English Minor checksheet,Program,,,,
ENG 351W,ENG,351W,"English, BA checksheet",Program,,,,
ENG 351W,ENG,351W,"Information & Library Science, AS checksheet",Program,,,,
ENG 351W,ENG,351W,"Information & Library Science, BS checksheet",Program,,,,
ENG 351W,ENG,351W,"Interdisciplinary Studies, BA checksheet",Program,,,,
ENG 351W,ENG,351W,"Justice Studies, AS checksheet",Program,,,,
ENG 351W,ENG,351W,"Justice Studies, BS checksheet",Program,,,,
ENG 351W,ENG,351W,"Liberal Studies, AA checksheet",Program,,,,
ENG 351W,ENG,351W,"Liberal Studies, BA checksheet",Program,,,,
ENG 351W,ENG,351W,"Management, BSBA checksheet",Program,,,,
ENG 351W,ENG,351W,"Medical Laboratory Technology, AS checksheet",Program,,,,
ENG 351W,ENG,351W,"Mental Health & Human Services, AS checksheet",Program,,,,
ENG 351W,ENG,351W,"Mental Health & Human Services, BS checksheet",Program,,,,
ENG 351W,ENG,351W,"Nursing (4-Year), BSN checksheet",Program,,,,
ENG 351W,ENG,351W,"Nursing (RN-BSN Completion), BSN checksheet",Program,,,,
ENG 351W,ENG,351W,"Public Administration 2+2, BS checksheet",Program,,,,
ENG 351W,ENG,351W,"Public Administration, AS checksheet",Program,,,,
ENG 351W,ENG,351W,"Public Administration, BS checksheet",Program,,,,
ENG 351W,ENG,351W,"Secondary Education, BS checksheet",Program,,,,
ENG 351W,ENG,351W,"Social Science, AA checksheet",Program,,,,
ENG 351W,ENG,351W,"Social Science, BA checksheet",Program,,,,
ENG 351W,ENG,351W,"Veterinary Technology, BS checksheet",Program,,,,
ENG 355,ENG,355,DRA 355,CrossList,,,,
ENG 360W,ENG,360W,"Secondary Education, BS checksheet",Program,,,,
ENG 366W,ENG,366W,EDU 366W,CrossList,,,,
ENG 366W,ENG,366W,Early Childhood Teacher (081) Certificate checksheet,Program,,,,
ENG 366W,ENG,366W,Early Childhood Teacher (081) Minor checksheet,Program,,,,
ENG 366W,ENG,366W,Early Elementary Education (029) Certificate checksheet,Program,,,,
ENG 366W,ENG,366W,Elementary Education (020) Certificate checksheet,Program,,,,
ENG 366W,ENG,366W,"Elementary Education, BS checksheet",Program,,,,
ENG 366W,ENG,366W,"Information & Library Science, BS checksheet",Program,,,,
ENG 375,ENG,375,American Studies Minor checksheet,Program,,,,
ENG 375,ENG,375,English Minor checksheet,Program,,,,
ENG 375,ENG,375,"English, BA checksheet",Program,,,,
ENG 375,ENG,375,"Holocaust, Genocide & Human Rights Studies Minor checksheet",Program,,,,
ENG 375,ENG,375,No Concentration in minor checksheet,Program,,,,
ENG 380,ENG,380,Communications Minor checksheet,Program,,,,
ENG 380,ENG,380,"Data Science, BS checksheet",Program,,,,
ENG 380,ENG,380,HUM 380,CrossList,,,,
ENG 380,ENG,380,"Information & Library Science, BS checksheet",Program,,,,
ENG 380,ENG,380,Social Media Certificate checksheet,Program,,,,
ENG 390W,ENG,390W,American Studies Minor checksheet,Program,,,,
ENG 452W,ENG,452W,"Accounting, BSBA checksheet",Program,,,,
ENG 452W,ENG,452W,"Applied Science, AAS checksheet",Program,,,,
ENG 452W,ENG,452W,"Applied Science, BAS checksheet",Program,,,,
ENG 452W,ENG,452W,"Aviation-Flight Instructor Concentration, BS checksheet",Program,,,,
ENG 452W,ENG,452W,"Aviation-Unmanned Aircraft Systems Concentration, BS checksheet",Program,,,,
ENG 452W,ENG,452W,"Biology MLT 2+2, BA checksheet",Program,,,,
ENG 452W,ENG,452W,"Biology, BA (Pre-Med Track) checksheet",Program,,,,
ENG 452W,ENG,452W,"Biology, BA checksheet",Program,,,,
ENG 452W,ENG,452W,"Business Administration, AS checksheet",Program,,,,
ENG 452W,ENG,452W,"Community Policing, AS checksheet",Program,,,,
ENG 452W,ENG,452W,"Computer Information Systems, AS checksheet",Program,,,,
ENG 452W,ENG,452W,"Computer Information Systems, BS checksheet",Program,,,,
ENG 452W,ENG,452W,"Cybersecurity, AS checksheet",Program,,,,
ENG 452W,ENG,452W,"Cybersecurity, BS checksheet",Program,,,,
ENG 452W,ENG,452W,"Data Science, BS checksheet",Program,,,,
ENG 452W,ENG,452W,"Dental Hygiene, BS checksheet",Program,,,,
ENG 452W,ENG,452W,"Elementary Education, BS checksheet",Program,,,,
ENG 452W,ENG,452W,English Minor checksheet,Program,,,,
ENG 452W,ENG,452W,"English, BA checksheet",Program,,,,
ENG 452W,ENG,452W,"Information & Library Science, AS checksheet",Program,,,,
ENG 452W,ENG,452W,"Information & Library Science, BS checksheet",Program,,,,
ENG 452W,ENG,452W,"Interdisciplinary Studies, BA checksheet",Program,,,,
ENG 452W,ENG,452W,"Justice Studies, AS checksheet",Program,,,,
ENG 452W,ENG,452W,"Justice Studies, BS checksheet",Program,,,,
ENG 452W,ENG,452W,"Liberal Studies, AA checksheet",Program,,,,
ENG 452W,ENG,452W,"Liberal Studies, BA checksheet",Program,,,,
ENG 452W,ENG,452W,"Management, BSBA checksheet",Program,,,,
ENG 452W,ENG,452W,"Medical Laboratory Technology, AS checksheet",Program,,,,
ENG 452W,ENG,452W,"Mental Health & Human Services, AS checksheet",Program,,,,
ENG 452W,ENG,452W,"Mental Health & Human Services, BS checksheet",Program,,,,
ENG 452W,ENG,452W,"Nursing (4-Year), BSN checksheet",Program,,,,
ENG 452W,ENG,452W,"Nursing (RN-BSN Completion), BSN checksheet",Program,,,,
ENG 452W,ENG,452W,"Public Administration 2+2, BS checksheet",Program,,,,
ENG 452W,ENG,452W,"Public Administration, AS checksheet",Program,,,,
ENG 452W,ENG,452W,"Public Administration, BS checksheet",Program,,,,
ENG 452W,ENG,452W,"Secondary Education, BS checksheet",Program,,,,
ENG 452W,ENG,452W,"Social Science, AA checksheet",Program,,,,
ENG 452W,ENG,452W,"Social Science, BA checksheet",Program,,,,
ENG 452W,ENG,452W,"Veterinary Technology, BS checksheet",Program,,,,
ENG 458W,ENG,458W,AME 458W,CrossList,,,,
ENG 458W,ENG,458W,English Minor checksheet,Program,,,,
ENG 458W,ENG,458W,"English, BA checksheet",Program,,,,
ENG 458W,ENG,458W,No Concentration in minor checksheet,Program,,,,
ENG 470W,ENG,470W,"English, BA checksheet",Program,,,,
ENG 475W,ENG,475W,English Minor checksheet,Program,,,,
ENG 475W,ENG,475W,"English, BA checksheet",Program,,,,
ENG 475W,ENG,475W,No Concentration in minor checksheet,Program,,,,
ENG 499W,ENG,499W,"English, BA checksheet",Program,,,,
FRE 101,FRE,101,FRE 102,Prereq,,,,
FRE 101,FRE,101,French Certificate checksheet,Program,,,,
FRE 101,FRE,101,French: Language & Culture Track Minor checksheet,Program,,,,
FRE 102,FRE,102,FRE 201,Prereq,,,,
FRE 102,FRE,102,FRE 202,Prereq,,,,
FRE 102,FRE,102,FRE 203,Prereq,,,,
FRE 102,FRE,102,FRE 294,Prereq,,,,
FRE 102,FRE,102,French Certificate checksheet,Program,,,,
FRE 102,FRE,102,French: Language & Culture Track Minor checksheet,Program,,,,
FRE 102,FRE,102,French: Language Track Minor checksheet,Program,,,,
FRE 103,FRE,103,French: Language & Culture Track Minor checksheet,Program,,,,
FRE 103,FRE,103,French: Language Track Minor checksheet,Program,,,,
FRE 201,FRE,201,French: Language & Culture Track Minor checksheet,Program,,,,
FRE 201,FRE,201,French: Language Track Minor checksheet,Program,,,,
FRE 202,FRE,202,French Certificate checksheet,Program,,,,
FRE 202,FRE,202,French: Language & Culture Track Minor checksheet,Program,,,,
FRE 202,FRE,202,French: Language Track Minor checksheet,Program,,,,
FRE 203,FRE,203,FRE 204,Prereq,,,,
FRE 203,FRE,203,French Certificate checksheet,Program,,,,
FRE 203,FRE,203,French: Language & Culture Track Minor checksheet,Program,,,,
FRE 203,FRE,203,French: Language Track Minor checksheet,Program,,,,
FRE 204,FRE,204,FRE 305,Prereq,,,,
FRE 204,FRE,204,French Certificate checksheet,Program,,,,
FRE 204,FRE,204,French: Language & Culture Track Minor checksheet,Program,,,,
FRE 204,FRE,204,French: Language Track Minor checksheet,Program,,,,
FRE 305,FRE,305,FRE 306,Prereq,,,,
FRE 305,FRE,305,French Certificate checksheet,Program,,,,
FRE 305,FRE,305,French: Language Track Minor checksheet,Program,,,,
FRE 306,FRE,306,French: Language Track Minor checksheet,Program,,,,
FRE 309,FRE,309,DRA 309,CrossList,,,,
FRE 309,FRE,309,French: Language & Culture Track Minor checksheet,Program,,,,
FRE 309,FRE,309,HUM 309,CrossList,,,,
FRE 309,FRE,309,WGS 309,CrossList,,,,
FRE 309,FRE,309,"Women, Gender & Sexuality Studies, Minor checksheet",Program,,,,
FRE 340,FRE,340,ENG 340,CrossList,,,,
FRE 340,FRE,340,English Minor checksheet,Program,,,,
FRE 340,FRE,340,"English, BA checksheet",Program,,,,
FRE 340,FRE,340,French Certificate checksheet,Program,,,,
FRE 340,FRE,340,French: Language & Culture Track Minor checksheet,Program,,,,
FRE 340,FRE,340,No Concentration in minor checksheet,Program,,,,
FRE 350W,FRE,350W,American Studies Minor checksheet,Program,,,,
FRE 350W,FRE,350W,French Certificate checksheet,Program,,,,
FRE 350W,FRE,350W,French: Language & Culture Track Minor checksheet,Program,,,,
FRE 350W,FRE,350W,HUM 350W,CrossList,,,,
FRE 350W,FRE,350W,"Holocaust, Genocide & Human Rights Studies Minor checksheet",Program,,,,
FRE 394,FRE,394,French Certificate checksheet,Program,,,,
FRE 394,FRE,394,French: Language & Culture Track Minor checksheet,Program,,,,
GEO 101,GEO,101,"Data Science, BS checksheet",Program,,,,
GEO 101,GEO,101,Geographic Information Systems Minor checksheet,Program,,,,
GEO 101,GEO,101,Social Science Minor checksheet,Program,,,,
GEO 101,GEO,101,"Social Science, AA checksheet",Program,,,,
GEO 101,GEO,101,"Social Science, BA checksheet",Program,,,,
GEO 531,GEO,531,SSC 531,CrossList,,,,
GEO 531,GEO,531,TEM 531,CrossList,,,,
GEO 531,GEO,531,"Trauma-Informed Emergency Management, Accelerated Program checksheet",Program,,,,
GEO 531,GEO,531,"Trauma-Informed Emergency Management, Graduate Certificate checksheet",Program,,,,
GEO 531,GEO,531,"Trauma-Informed Emergency Management, MS checksheet",Program,,,,
HGH 301,HGH,301,"Holocaust, Genocide & Human Rights Studies Minor checksheet",Program,,,,
HGH 325,HGH,325,HTY 325,CrossList,,,,
HGH 325,HGH,325,"Holocaust, Genocide & Human Rights Studies Minor checksheet",Program,,,,
HGH 367,HGH,367,"Holocaust, Genocide & Human Rights Studies Minor checksheet",Program,,,,
HON 188,HON,188,Honors Program checksheet,Program,,,,
HON 188,HON,188,INT 188,CrossList,,,,
HON 208,HON,208,"Data Science, BS checksheet",Program,,,,
HON 208,HON,208,English Minor checksheet,Program,,,,
HON 208,HON,208,"English, BA checksheet",Program,,,,
HON 208,HON,208,HON 308,Prereq,,,,
HON 208,HON,208,Honors Program checksheet,Program,,,,
HON 208,HON,208,INT 208,CrossList,,,,
HON 208,HON,208,"Interdisciplinary Studies, BA checksheet",Program,,,,
HON 208,HON,208,"Liberal Studies, BA checksheet",Program,,,,
HON 294,HON,294,Honors Program checksheet,Program,,,,
HON 308,HON,308,Honors Program checksheet,Program,,,,
HON 394,HON,394,Honors Program checksheet,Program,,,,
HON 494,HON,494,Honors Program checksheet,Program,,,,
HTY 103,HTY,103,AME 335,Prereq,,,,
HTY 103,HTY,103,AME 476,Prereq,,,,
HTY 103,HTY,103,American Studies Minor checksheet,Program,,,,
HTY 103,HTY,103,Domestic Service Certificate checksheet,Program,,,,
HTY 103,HTY,103,"Elementary Education, BS checksheet",Program,,,,
HTY 103,HTY,103,"English, BA checksheet",Program,,,,
HTY 103,HTY,103,HGH 325,Prereq,,,,
HTY 103,HTY,103,HTY 325,Prereq,,,,
HTY 103,HTY,103,HTY 335,Prereq,,,,
HTY 103,HTY,103,HTY 476,Prereq,,,,
HTY 103,HTY,103,History Minor checksheet,Program,,,,
HTY 103,HTY,103,INT 335,Prereq,,,,
HTY 103,HTY,103,"Secondary Education, BS checksheet",Program,,,,
HTY 103,HTY,103,Teaching Assistant II Certificate checksheet,Program,,,,
HTY 103,HTY,103,WGS 335,Prereq,,,,
HTY 104,HTY,104,AME 335,Prereq,,,,
HTY 104,HTY,104,American Studies Minor checksheet,Program,,,,
HTY 104,HTY,104,"Elementary Education, BS checksheet",Program,,,,
HTY 104,HTY,104,"English, BA checksheet",Program,,,,
HTY 104,HTY,104,HGH 325,Prereq,,,,
HTY 104,HTY,104,HTY 304,Prereq,,,,
HTY 104,HTY,104,HTY 325,Prereq,,,,
HTY 104,HTY,104,HTY 335,Prereq,,,,
HTY 104,HTY,104,HTY 359,Prereq,,,,
HTY 104,HTY,104,HTY 365,Prereq,,,,
HTY 104,HTY,104,History Minor checksheet,Program,,,,
HTY 104,HTY,104,INT 335,Prereq,,,,
HTY 104,HTY,104,"Secondary Education, BS checksheet",Program,,,,
HTY 104,HTY,104,Teaching Assistant II Certificate checksheet,Program,,,,
HTY 104,HTY,104,WGS 335,Prereq,,,,
HTY 105,HTY,105,"Elementary Education, BS checksheet",Program,,,,
HTY 105,HTY,105,"English, BA checksheet",Program,,,,
HTY 105,HTY,105,HGH 325,Prereq,,,,
HTY 105,HTY,105,HTY 325,Prereq,,,,
HTY 105,HTY,105,History Minor checksheet,Program,,,,
HTY 105,HTY,105,"Secondary Education, BS checksheet",Program,,,,
HTY 105,HTY,105,Teaching Assistant II Certificate checksheet,Program,,,,
HTY 106,HTY,106,"Elementary Education, BS checksheet",Program,,,,
HTY 106,HTY,106,"English, BA checksheet",Program,,,,
HTY 106,HTY,106,HGH 325,Prereq,,,,
HTY 106,HTY,106,HTY 304,Prereq,,,,
HTY 106,HTY,106,HTY 325,Prereq,,,,
HTY 106,HTY,106,HTY 365,Prereq,,,,
HTY 106,HTY,106,History Minor checksheet,Program,,,,
HTY 106,HTY,106,International Public Service Certificate checksheet,Program,,,,
HTY 106,HTY,106,International Service Certificate checksheet,Program,,,,
HTY 106,HTY,106,"Secondary Education, BS checksheet",Program,,,,
HTY 106,HTY,106,Teaching Assistant II Certificate checksheet,Program,,,,
HTY 120,HTY,120,AVI 120,CrossList,,,,
HTY 120,HTY,120,AVI 460,Prereq,,,,
HTY 120,HTY,120,"Aviation-Flight Instructor Concentration, BS checksheet",Program,,,,
HTY 120,HTY,120,"Aviation-Unmanned Aircraft Systems Concentration, BS checksheet",Program,,,,
HTY 289,HTY,289,History Minor checksheet,Program,,,,
HTY 310,HTY,310,American Studies Minor checksheet,Program,,,,
HTY 310,HTY,310,"Secondary Education, BS checksheet",Program,,,,
HTY 321,HTY,321,American Studies Minor checksheet,Program,,,,
HTY 321,HTY,321,History Minor checksheet,Program,,,,
HTY 321,HTY,321,"Holocaust, Genocide & Human Rights Studies Minor checksheet",Program,,,,
HTY 325,HTY,325,HGH 325,CrossList,,,,
HTY 325,HTY,325,"Holocaust, Genocide & Human Rights Studies Minor checksheet",Program,,,,
HTY 330W,HTY,330W,"Holocaust, Genocide & Human Rights Studies Minor checksheet",Program,,,,
HTY 330W,HTY,330W,WGS 330W,CrossList,,,,
HTY 330W,HTY,330W,"Women, Gender & Sexuality Studies, Minor checksheet",Program,,,,
HTY 335,HTY,335,AME 335,CrossList,,,,
HTY 335,HTY,335,Embodied Social Justice Certificate checksheet,Program,,,,
HTY 335,HTY,335,Embodied Social Justice Minor checksheet,Program,,,,
HTY 335,HTY,335,"Holocaust, Genocide & Human Rights Studies Minor checksheet",Program,,,,
HTY 335,HTY,335,INT 335,CrossList,,,,
HTY 335,HTY,335,WGS 335,CrossList,,,,
HTY 340,HTY,340,AME 340,CrossList,,,,
HTY 340,HTY,340,American Studies Minor checksheet,Program,,,,
HTY 340,HTY,340,"Holocaust, Genocide & Human Rights Studies Minor checksheet",Program,,,,
HTY 340,HTY,340,WGS 340,CrossList,,,,
HTY 340,HTY,340,"Women, Gender & Sexuality Studies, Minor checksheet",Program,,,,
HTY 341,HTY,341,American Studies Minor checksheet,Program,,,,
HTY 341,HTY,341,History Minor checksheet,Program,,,,
HTY 341,HTY,341,"Holocaust, Genocide & Human Rights Studies Minor checksheet",Program,,,,
HTY 350,HTY,350,History Minor checksheet,Program,,,,
HTY 359,HTY,359,American Studies Minor checksheet,Program,,,,
HTY 359,HTY,359,History Minor checksheet,Program,,,,
HTY 389,HTY,389,History Minor checksheet,Program,,,,
HTY 389,HTY,389,International Public Service Certificate checksheet,Program,,,,
HTY 476,HTY,476,AME 476,CrossList,,,,
HTY 489,HTY,489,History Minor checksheet,Program,,,,
HUM 308,HUM,308,ANT 308,CrossList,,,,
HUM 308,HUM,308,"Elementary Education, BS checksheet",Program,,,,
HUM 308,HUM,308,"Holocaust, Genocide & Human Rights Studies Minor checksheet",Program,,,,
HUM 308,HUM,308,"Secondary Education, BS checksheet",Program,,,,
HUM 309,HUM,309,DRA 309,CrossList,,,,
HUM 309,HUM,309,FRE 309,CrossList,,,,
HUM 309,HUM,309,French: Language & Culture Track Minor checksheet,Program,,,,
HUM 309,HUM,309,WGS 309,CrossList,,,,
HUM 309,HUM,309,"Women, Gender & Sexuality Studies, Minor checksheet",Program,,,,
HUM 330,HUM,330,"Data Science, BS checksheet",Program,,,,
HUM 330,HUM,330,"Data Science, PBS checksheet",Program,,,,
HUM 330,HUM,330,SSC 330,CrossList,,,,
HUM 350W,HUM,350W,American Studies Minor checksheet,Program,,,,
HUM 350W,HUM,350W,FRE 350W,CrossList,,,,
HUM 350W,HUM,350W,French Certificate checksheet,Program,,,,
HUM 350W,HUM,350W,French: Language & Culture Track Minor checksheet,Program,,,,
HUM 350W,HUM,350W,"Holocaust, Genocide & Human Rights Studies Minor checksheet",Program,,,,
HUM 380,HUM,380,Communications Minor checksheet,Program,,,,
HUM 380,HUM,380,"Data Science, BS checksheet",Program,,,,
HUM 380,HUM,380,ENG 380,CrossList,,,,
HUM 380,HUM,380,"Information & Library Science, BS checksheet",Program,,,,
HUM 380,HUM,380,Social Media Certificate checksheet,Program,,,,
HUS 101,HUS,101,Addiction Studies Minor checksheet,Program,,,,
HUS 101,HUS,101,Child & Youth Care Practitioner Certificate checksheet,Program,,,,
HUS 101,HUS,101,Embodied Social Justice Minor checksheet,Program,,,,
HUS 101,HUS,101,Geriatric Human Services Minor checksheet,Program,,,,
HUS 101,HUS,101,HUS 212,Prereq,,,,
HUS 101,HUS,101,HUS 218,Prereq,,,,
HUS 101,HUS,101,HUS 222,Prereq,,,,
HUS 101,HUS,101,HUS 223,Prereq,,,,
HUS 101,HUS,101,HUS 224,Prereq,,,,
HUS 101,HUS,101,HUS 232,Prereq,,,,
HUS 101,HUS,101,HUS 233,Prereq,,,,
HUS 101,HUS,101,HUS 236,Prereq,,,,
HUS 101,HUS,101,HUS 240,Prereq,,,,
HUS 101,HUS,101,HUS 263,Prereq,,,,
HUS 101,HUS,101,HUS 289,Prereq,,,,
HUS 101,HUS,101,HUS 305,Prereq,,,,
HUS 101,HUS,101,HUS 309,Prereq,,,,
HUS 101,HUS,101,HUS 316,Prereq,,,,
HUS 101,HUS,101,HUS 350,Prereq,,,,
HUS 101,HUS,101,HUS 371,Prereq,,,,
HUS 101,HUS,101,HUS 372,Prereq,,,,
HUS 101,HUS,101,HUS 376,Prereq,,,,
HUS 101,HUS,101,HUS 389,Prereq,,,,
HUS 101,HUS,101,HUS 489,Prereq,,,,
HUS 101,HUS,101,Human Services Certificate checksheet,Program,,,,
HUS 101,HUS,101,Human Services Minor checksheet,Program,,,,
HUS 101,HUS,101,JUS 376,Prereq,,,,
HUS 101,HUS,101,"Mental Health & Human Services, AS checksheet",Program,,,,
HUS 101,HUS,101,"Mental Health & Human Services, BS checksheet",Program,,,,
HUS 101,HUS,101,"Mental Health & Human Services, PBS checksheet",Program,,,,
HUS 101,HUS,101,Substance Abuse Rehabilitation Technician Certificate checksheet,Program,,,,
HUS 125,HUS,125,Addiction Studies Minor checksheet,Program,,,,
HUS 125,HUS,125,Advanced Criminal Justice Management Certificate checksheet,Program,,,,
HUS 125,HUS,125,"Community Policing, AS checksheet",Program,,,,
HUS 125,HUS,125,Corrections Certificate checksheet,Program,,,,
HUS 125,HUS,125,HUS 223,Prereq,,,,
HUS 125,HUS,125,HUS 326,Prereq,,,,
HUS 125,HUS,125,HUS 332,Prereq,,,,
HUS 125,HUS,125,HUS 342,Prereq,,,,
HUS 125,HUS,125,Human Services Minor checksheet,Program,,,,
HUS 125,HUS,125,"Information & Library Science, AS checksheet",Program,,,,
HUS 125,HUS,125,"Information & Library Science, BS checksheet",Program,,,,
HUS 125,HUS,125,"Mental Health & Human Services, AS checksheet",Program,,,,
HUS 125,HUS,125,"Mental Health & Human Services, BS checksheet",Program,,,,
HUS 125,HUS,125,"Mental Health & Human Services, PBS checksheet",Program,,,,
HUS 125,HUS,125,SSC 332,Prereq,,,,
HUS 125,HUS,125,Substance Abuse Rehabilitation Technician Certificate checksheet,Program,,,,
HUS 130,HUS,130,Education Studies Minor checksheet,Program,,,,
HUS 130,HUS,130,"Mental Health & Human Services, AS checksheet",Program,,,,
HUS 130,HUS,130,Mental Health Electives checksheet,Program,,,,
HUS 134,HUS,134,Adult Mental Health Rehabilitation Concentration checksheet,Program,,,,
HUS 134,HUS,134,"Information & Library Science, AS checksheet",Program,,,,
HUS 134,HUS,134,"Information & Library Science, BS checksheet",Program,,,,
HUS 134,HUS,134,"Mental Health & Human Services, AS checksheet",Program,,,,
HUS 134,HUS,134,Mental Health Electives checksheet,Program,,,,
HUS 134,HUS,134,Mental Health Rehabilitation Technician/Community Certificate checksheet,Program,,,,
HUS 134,HUS,134,Psychiatric In-Patient Care Certificate checksheet,Program,,,,
HUS 160,HUS,160,EDU 160,CrossList,,,,
HUS 160,HUS,160,Early Childhood Services Minor checksheet,Program,,,,
HUS 160,HUS,160,Early Childhood Teacher (081) Certificate checksheet,Program,,,,
HUS 160,HUS,160,"Information & Library Science, AS checksheet",Program,,,,
HUS 160,HUS,160,"Information & Library Science, BS checksheet",Program,,,,
HUS 160,HUS,160,"Mental Health & Human Services, AS checksheet",Program,,,,
HUS 160,HUS,160,Mental Health Electives checksheet,Program,,,,
HUS 212,HUS,212,Child & Youth Care Practitioner Certificate checksheet,Program,,,,
HUS 212,HUS,212,HUS 223,Prereq,,,,
HUS 212,HUS,212,HUS 308,Prereq,,,,
HUS 212,HUS,212,HUS 309,Prereq,,,,
HUS 212,HUS,212,HUS 316,Prereq,,,,
HUS 212,HUS,212,HUS 349,Prereq,,,,
HUS 212,HUS,212,HUS 354,Prereq,,,,
HUS 212,HUS,212,Human Services Minor checksheet,Program,,,,
HUS 212,HUS,212,"Mental Health & Human Services, AS checksheet",Program,,,,
HUS 212,HUS,212,"Mental Health & Human Services, BS checksheet",Program,,,,
HUS 212,HUS,212,"Mental Health & Human Services, PBS checksheet",Program,,,,
HUS 212,HUS,212,Mental Health Rehabilitation Technician/Community Certificate checksheet,Program,,,,
HUS 212,HUS,212,Substance Abuse Rehabilitation Technician Certificate checksheet,Program,,,,
HUS 215,HUS,215,Embodied Social Justice Certificate checksheet,Program,,,,
HUS 215,HUS,215,Embodied Social Justice Minor checksheet,Program,,,,
HUS 215,HUS,215,"Mental Health & Human Services, AS checksheet",Program,,,,
HUS 215,HUS,215,Mental Health Electives checksheet,Program,,,,
HUS 218,HUS,218,Advanced Criminal Justice Management Certificate checksheet,Program,,,,
HUS 218,HUS,218,"Community Policing, AS checksheet",Program,,,,
HUS 218,HUS,218,Corrections Certificate checksheet,Program,,,,
HUS 218,HUS,218,HUS 222,Prereq,,,,
HUS 218,HUS,218,HUS 223,Prereq,,,,
HUS 218,HUS,218,"Information & Library Science, AS checksheet",Program,,,,
HUS 218,HUS,218,"Information & Library Science, BS checksheet",Program,,,,
HUS 218,HUS,218,"Mental Health & Human Services, AS checksheet",Program,,,,
HUS 218,HUS,218,"Mental Health & Human Services, BS checksheet",Program,,,,
HUS 218,HUS,218,"Mental Health & Human Services, PBS checksheet",Program,,,,
HUS 218,HUS,218,Mental Health Rehabilitation Technician/Community Certificate checksheet,Program,,,,
HUS 220,HUS,220,"Child & Family Services Concentration, BSMHHS checksheet",Program,,,,
HUS 220,HUS,220,Child & Youth Care Practitioner Certificate checksheet,Program,,,,
HUS 220,HUS,220,Early Childhood Services Minor checksheet,Program,,,,
HUS 220,HUS,220,Education Studies Minor checksheet,Program,,,,
HUS 220,HUS,220,HUS 323,Prereq,,,,
HUS 220,HUS,220,"Mental Health & Human Services, AS checksheet",Program,,,,
HUS 220,HUS,220,Mental Health Electives checksheet,Program,,,,
